mesaj_id,mesaj,etiket
622,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: kargo-takip.xyz/a129,dolandiricilik
623,"Tebrikler Selin, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
624,Randevunuz cumartesi saat 09:30,normal
625,"Ayşe yola çıktım, 16:45 gibi oradayım. Teşekkürler.",normal
626,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz. Bilgilerinize.",normal
627,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
628,Siparişiniz kargo ile,normal
629,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Detaylar için arayın.,normal
630,"Merhaba Emre, akşam yemeğe geliyor musun? Teşekkürler.",normal
631,Toplantı notlarını mail,normal
632,Randevunuz yarın saat 09:30 olarak onaylanmıştır.,normal
633,Otomatik ödeme talimatınız ile 320 TL fatura ödendi.,normal
634,"Merhaba Mehmet, akşam yemeğe geliyor musun? Bilgilerinize.",normal
635,Hesabınıza 1.890 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
636,"Tebrikler Elif, kazandın! Maç bileti bende, akşam konuşuruz.",normal
637,Acil dönüş yapar,normal
638,Kartınız ile yapılan 320 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
639,Doğum günün kutlu olsun Selin! Nice mutlu yıllara. Detaylar için arayın.,normal
640,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz tinyurl.com/a411",dolandiricilik
641,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
642,Kampanya detayları için,normal
643,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
644,Randevunuz iptal edilmiştir. Yeniden onay için 480 TL ödeme yapınız. İyi günler.,dolandiricilik
645,"Zeynep yola çıktım, 16:45 gibi oradayım. Teşekkürler.",normal
646,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Teşekkürler.",normal
647,"Müşteri temsilcimiz sizi arayacak, telefonunuza gelen şifreyi kendisine söyleyiniz. Detaylar için arayın.",dolandiricilik
648,"Merhaba Selin, akşam yemeğe geliyor musun?",normal
649,Paketiniz cuma teslim edilecektir. İyi günler. Bilgilerinize.,normal
650,Kampanya: cumartesi yapacağınız alışverişlerde 250 TL puan kazanın. Detaylar mobil uygulamada. Detaylar için arayın.,normal
651,Kartınız ile yapılan 250 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
652,"Merhaba Deniz, akşam yemeğe geliyor musun?",normal
653,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Detaylar için arayın.",normal
654,Faturanız 480 TL olarak kesilmiştir.,normal
655,Kampanya: cumartesi yapacağınız alışverişlerde 2.750 TL puan kazanın. Detaylar mobil uygulamada. İyi günler.,normal
656,Tek kullanımlık şifreniz: 256793. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
657,"Eczanemizde reçeteniz hazırdır, yarın",normal
658,Randevunuz iptal edilmiştir. Yeniden onay için 150 TL ödeme yapınız.,dolandiricilik
659,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazar. Tutar: 320 TL.,normal
660,Hesabınız bloke edilmiştir. Açmak,dolandiricilik
661,"Toplantı notlarını mail attım, bakabilir misin?",normal
662,Kartınızdan 150 TL harcama yapılmıştır.,dolandiricilik
663,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
664,"Ayşe toplantı 18:00 da başlıyor, geç kalma.",normal
665,Güvenliğiniz için hesabınıza erişim geçici olarak,normal
666,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
667,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Bilgilerinize.",normal
668,"Merhaba Zeynep, akşam yemeğe geliyor musun?",normal
669,"Merhaba Emre, akşam yemeğe geliyor musun?",normal
670,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 480 TL.,normal
671,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz. İyi günler.",normal
672,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Detaylar için arayın.",normal
673,Kampanya: bugün yapacağınız alışverişlerde 1.890 TL puan kazanın. Detaylar mobil uygulamada.,normal
674,Kartınız ile yapılan 150 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
675,"Tebrikler Emre, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
676,"Tebrikler Emre, kazandın! Maç",normal
677,"Burak yola çıktım, 20:30",normal
678,"Tebrikler, çekilişimizde hediye puan",normal
679,"Eczanemizde reçeteniz hazırdır,",normal
680,Doğum günün kutlu olsun Deniz!,normal
681,Siparişiniz kurye ile yola çıktı. Takip numaranız 342587.,normal
682,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Teşekkürler.,normal
683,Kargonuz dağıtıma çıktı. Teslimat,normal
684,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a384 Detaylar için arayın.,dolandiricilik
685,Siparişiniz kurye ile yola çıktı. Takip numaranız 517529. Bilgilerinize.,normal
686,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
687,"Müşteri temsilcimiz sizi arayacak, telefonunuza gelen şifreyi kendisine söyleyiniz. Teşekkürler.",dolandiricilik
688,Doğum günün kutlu,normal
689,Paketiniz pazartesi teslim edilecektir. İyi günler.,normal
690,"Anneciğim yarın size uğrayacağız, bir şey lazım mı?",normal
691,"Kredi başvurunuz onaylandı. 89 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın.",dolandiricilik
692,Siparişiniz kargo ile yola çıktı. Takip numaranız 628870.,normal
693,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
694,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 1.890 TL.,normal
695,Paketiniz pazar teslim,normal
696,Kampanya: cumartesi yapacağınız alışverişlerde 2.750 TL puan kazanın. Detaylar mobil uygulamada. İyi günler.,normal
697,Kartınızdan 5.000 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a191,dolandiricilik
698,E-devlet vergi iadeniz 2.750 TL hazır. Kart bilgilerinizi girerek alın: edevlet-iade.info/a406 İyi günler.,dolandiricilik
699,Kartınızdan 2.750 TL harcama yapılmıştır. Size ait değilse iptal için: hesap-dogrula.com/a498 Teşekkürler.,dolandiricilik
700,Siparişiniz kurye ile yola çıktı. Takip numaranız 974793.,normal
701,Tek kullanımlık şifreniz:,normal
702,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
703,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
704,"Elif yola çıktım, 20:30 gibi oradayım. Teşekkürler.",normal
705,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
706,Faturanız 250 TL olarak kesilmiştir. Son ödeme yarın.,normal
707,Paketiniz pazar teslim,normal
708,"Eczanemizde reçeteniz hazırdır, yarın",normal
709,Kartınız ile yapılan 480 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Teşekkürler.,normal
710,Siparişiniz kurye ile,normal
711,Faturanız 150 TL olarak kesilmiştir. Son ödeme yarın. Teşekkürler.,normal
712,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Bilgilerinize.",normal
713,Randevunuz yarın saat 11:00 olarak onaylanmıştır.,normal
714,Siparişiniz kurye ile yola,dolandiricilik
715,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Detaylar için arayın.,normal
716,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Bilgilerinize.,normal
717,Kampanya: cumartesi yapacağınız alışverişlerde 89 TL,normal
718,"Deniz yola çıktım, 14:15 gibi oradayım. Bilgilerinize.",normal
719,Doğum günün kutlu olsun Zeynep! Nice mutlu yıllara. İyi günler.,normal
720,"Tebrikler Elif, kazandın! Maç bileti",normal
721,"Toplantı notlarını mail attım, bakabilir misin? Bilgilerinize.",normal
722,Kampanya: cuma yapacağınız alışverişlerde 1.200 TL puan kazanın. Detaylar mobil uygulamada. Bilgilerinize.,normal
723,Randevunuz yarın saat,normal
724,Kartınızdan 150 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a377 Detaylar için arayın.,dolandiricilik
725,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
726,"Anneciğim cumartesi size uğrayacağız,",normal
727,"Anneciğim cuma size uğrayacağız, bir şey lazım mı? İyi günler.",normal
728,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 1.890 TL.,normal
729,Tek kullanımlık şifreniz: 457819. Bu şifreyi kimseyle paylaşmayınız. Teşekkürler.,normal
730,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: kargo-takip.xyz/a385",dolandiricilik
731,Tek kullanımlık şifreniz: 146765.,normal
732,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Detaylar için arayın.,normal
733,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
734,Faturanız 150 TL olarak kesilmiştir. Son ödeme pazar. Detaylar için arayın.,normal
735,Faturanız 480 TL olarak kesilmiştir.,normal
736,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
737,Kargonuz dağıtıma çıktı. Teslimat saatini,normal
738,Faturanız 2.750 TL olarak kesilmiştir. Son ödeme pazartesi.,normal
739,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz. İyi günler.",normal
740,"Elif yola çıktım, 09:30 gibi oradayım.",normal
741,"Merhaba Burak, akşam",normal
742,"Anneciğim cuma size uğrayacağız, bir şey lazım mı? İyi günler.",normal
743,Kampanya: cumartesi yapacağınız alışverişlerde 480 TL puan kazanın. Detaylar mobil uygulamada.,normal
744,"Merhaba Deniz, akşam",normal
745,Tek kullanımlık şifreniz: 462133. Bu şifreyi kimseyle paylaşmayınız. Detaylar için arayın.,normal
746,Hesabınıza 480 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
747,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
748,"Acil dönüş yapar mısın Selin, toplantı saati değişti.",normal
749,Kartınızdan 480 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a619 Teşekkürler.,dolandiricilik
750,Kartınız ile yapılan 1.890 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
751,Randevunuz iptal edilmiştir. Yeniden onay için 1.200 TL ödeme yapınız.,dolandiricilik
752,"Selin yola çıktım, 18:00 gibi oradayım. İyi günler.",normal
753,Kredi başvurunuz onaylandı. 150 TL için masraf ücretini,dolandiricilik
754,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin.",dolandiricilik
755,Siparişiniz kurye ile yola çıktı. Takip numaranız 219428.,normal
756,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı?",normal
757,"Ayşe yola çıktım, 18:00 gibi oradayım.",normal
758,"Ayşe ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Teşekkürler.",dolandiricilik
759,Hesabınıza 5.000 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
760,Kartınızdan 1.200 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. İyi günler.,normal
761,"Elif yola çıktım, 16:45 gibi oradayım.",normal
762,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: hesap-dogrula.com/a603 Teşekkürler.,dolandiricilik
763,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
764,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Teşekkürler.,normal
765,Tek kullanımlık şifreniz:,normal
766,"Emre yola çıktım,",normal
767,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz.",normal
768,Güvenliğiniz için hesabınıza erişim geçici olarak,normal
769,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 250 TL. Bilgilerinize.,normal
770,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz",normal
771,Siparişiniz kargo ile yola çıktı. Takip numaranız 473415.,normal
772,Kartınızdan 480 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Teşekkürler.,normal
773,Siparişiniz kargo ile yola çıktı. Takip numaranız 522959. Detaylar için arayın.,normal
774,Randevunuz pazartesi saat 20:30 olarak onaylanmıştır.,normal
775,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
776,"Mehmet toplantı 20:30 da başlıyor, geç kalma.",normal
777,Kartınızdan 1.200 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a811,dolandiricilik
778,Kartınızdan 5.000 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
779,Hesabınıza 1.200 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
780,"Tebrikler Deniz, kazandın! Maç bileti bende,",normal
781,Kartınızdan 1.890 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
782,Siparişiniz kurye ile yola çıktı. Takip numaranız 248458. Bilgilerinize.,normal
783,"Zeynep yola çıktım,",normal
784,Faturanız 150 TL olarak kesilmiştir. Son ödeme cuma.,normal
785,Paketiniz yarın teslim edilecektir. İyi günler.,normal
786,"Acil dönüş yapar mısın Selin, toplantı saati değişti.",normal
787,"Anneciğim bugün size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
788,Tebrikler! 89 TL ödül kazandınız. Almak için tıklayın guvenli-odeme.net/a370 İyi günler.,dolandiricilik
789,Doğum günün kutlu olsun Can! Nice mutlu yıllara. Detaylar için arayın.,normal
790,"Ayşe toplantı 09:30 da başlıyor, geç kalma. Teşekkürler.",normal
791,Kartınız ile yapılan 2.750 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Teşekkürler.,normal
792,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
793,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
794,Siparişiniz kargo ile,normal
795,"Eczanemizde reçeteniz hazırdır,",normal
796,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: edevlet-iade.info/a962 Detaylar için arayın.",dolandiricilik
797,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Bilgilerinize.",normal
798,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: kargo-takip.xyz/a268,dolandiricilik
799,Hesabınıza 1.890 TL maaş ödemesi yatırılmıştır.,normal
800,Kartınız ile yapılan 250 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Detaylar için arayın.,normal
801,Kartınızdan 320 TL harcama yapılmıştır. Size,dolandiricilik
802,Toplantı notlarını mail,normal
803,Faturanız 89 TL olarak kesilmiştir. Son ödeme yarın.,normal
804,Randevunuz cumartesi saat 20:30 olarak onaylanmıştır.,normal
805,"Acil dönüş yapar mısın Can, toplantı saati değişti.",normal
806,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya.,normal
807,Kartınızdan 5.000 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
808,Merhaba annecim telefonum bozuldu bu numaradan yazıyorum acil 1.890 TL lazım hemen gönder. İyi günler.,dolandiricilik
809,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
810,"Acil dönüş yapar mısın Mehmet, toplantı saati değişti.",normal
811,Faturanız 320 TL olarak kesilmiştir. Son,normal
812,Kartınızdan 320 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a530 İyi günler.,dolandiricilik
813,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 320 TL. İyi günler.,normal
814,Tebrikler! 2.750 TL ödül kazandınız. Almak için tıklayın guvenli-odeme.net/a345 Bilgilerinize.,dolandiricilik
815,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
816,Paketiniz pazartesi teslim edilecektir. İyi günler. Teşekkürler.,normal
817,Otomatik ödeme talimatınız ile 320 TL fatura ödendi. Teşekkürler.,normal
818,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a840 Teşekkürler.,dolandiricilik
819,Randevunuz pazar saat,normal
820,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Detaylar için arayın.,normal
821,Tek kullanımlık şifreniz:,normal
822,"Tebrikler Selin, kazandın! Maç bileti bende, akşam konuşuruz.",normal
823,Siparişiniz kargo ile yola çıktı. Takip numaranız 174881.,normal
824,"Merhaba Can, akşam yemeğe geliyor musun?",normal
825,Faturanız 320 TL olarak kesilmiştir. Son ödeme pazar. Detaylar için arayın.,normal
826,"Tebrikler Can, kazandın! Maç bileti bende, akşam konuşuruz.",normal
827,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz. Detaylar için arayın.",normal
828,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: tinyurl.com/a164,dolandiricilik
829,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 5.000 TL.,normal
830,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin.",dolandiricilik
831,Otomatik ödeme talimatınız ile 150 TL fatura ödendi.,normal
832,"Acil dönüş yapar mısın Burak, toplantı saati değişti. İyi günler.",normal
833,Doğum günün kutlu olsun Deniz! Nice mutlu yıllara. İyi günler.,normal
834,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: guvenli-odeme.net/a481 Detaylar için arayın.,dolandiricilik
835,"Acil dönüş yapar mısın Elif, toplantı saati değişti.",normal
836,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cumartesi. Tutar: 1.200 TL.,normal
837,Tek kullanımlık şifreniz: 492199. Bu şifreyi kimseyle paylaşmayınız.,normal
838,"Anneciğim cuma size uğrayacağız,",normal
839,Randevunuz iptal edilmiştir.,dolandiricilik
840,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz.",normal
841,Doğum günün kutlu olsun Selin!,normal
842,Doğum günün kutlu olsun Deniz! Nice mutlu yıllara. Bilgilerinize.,normal
843,E-devlet vergi iadeniz 1.890 TL,dolandiricilik
844,Kartınızdan 1.200 TL harcama,normal
845,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
846,"Ayşe yola çıktım,",normal
847,"Eczanemizde reçeteniz hazırdır, pazar",normal
848,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? Teşekkürler.",normal
849,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: bit.ly/a118 Bilgilerinize.,dolandiricilik
850,Randevunuz pazar saat 09:30 olarak onaylanmıştır. Detaylar için arayın.,normal
851,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Detaylar için arayın.",normal
852,Doğum günün kutlu,normal
853,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
854,Hesabınıza 150 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Detaylar için arayın.,normal
855,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 89 TL. Detaylar için arayın.,normal
856,"Burak yola çıktım,",normal
857,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 1.200 TL. Detaylar için arayın.,normal
858,"Toplantı notlarını mail attım, bakabilir misin?",normal
859,Hesabınıza 2.750 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
860,Kartınızdan 150 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
861,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
862,"Anneciğim pazartesi size uğrayacağız, bir",normal
863,"Anneciğim cumartesi size uğrayacağız, bir şey lazım mı?",normal
864,"Anneciğim cuma size uğrayacağız, bir şey lazım mı?",normal
865,"Merhaba Burak, akşam yemeğe geliyor musun?",normal
866,Kartınızdan 89 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. İyi günler.,normal
867,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Bilgilerinize.,normal
868,"Toplantı notlarını mail attım,",normal
869,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
870,Paketiniz pazartesi teslim edilecektir. İyi günler.,normal
871,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a129 İyi günler.,dolandiricilik
872,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
873,Siparişiniz kurye ile yola çıktı. Takip numaranız 256778. Bilgilerinize.,normal
874,Randevunuz iptal edilmiştir. Yeniden onay için 5.000 TL ödeme yapınız. Bilgilerinize.,dolandiricilik
875,Otomatik ödeme talimatınız ile 640 TL fatura ödendi. İyi günler.,normal
876,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
877,"Emre yola çıktım, 11:00 gibi oradayım. Teşekkürler.",normal
878,"Paketiniz gümrükte bekliyor, 37 TL ödeme",dolandiricilik
879,Kartınızdan 320 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a408 Teşekkürler.,dolandiricilik
880,Acil dönüş yapar,normal
881,Güvenliğiniz için hesabınıza erişim geçici,normal
882,Tek kullanımlık şifreniz: 121569. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
883,"Tebrikler Can, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
884,"Acil dönüş yapar mısın Zeynep, toplantı saati değişti. Teşekkürler.",normal
885,Randevunuz yarın saat 20:30 olarak onaylanmıştır. İyi günler.,normal
886,"Tebrikler Mehmet, kazandın! Maç bileti bende, akşam konuşuruz.",normal
887,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
888,Kartınız ile yapılan 2.750 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Detaylar için arayın.,normal
889,"Eczanemizde reçeteniz hazırdır,",normal
890,Paketiniz yarın teslim edilecektir. İyi günler. Detaylar için arayın.,normal
891,"Acil dönüş yapar mısın Can, toplantı saati değişti. Bilgilerinize.",normal
892,"Acil dönüş yapar mısın Ayşe, toplantı saati değişti.",normal
893,Otomatik ödeme talimatınız ile 320 TL fatura ödendi.,normal
894,Doğum günün kutlu olsun Ayşe! Nice mutlu yıllara. Teşekkürler.,normal
895,"Emre yola çıktım, 16:45 gibi oradayım. Bilgilerinize.",normal
896,Faturanız 320 TL olarak kesilmiştir. Son ödeme pazar.,normal
897,"Anneciğim pazartesi size uğrayacağız, bir şey lazım mı?",normal
898,"Zeynep ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Detaylar için arayın.",dolandiricilik
899,"Anneciğim pazar size uğrayacağız,",normal
900,Faturanız 89 TL olarak kesilmiştir. Son ödeme pazar.,normal
901,Tek kullanımlık şifreniz: 796559. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
902,"Merhaba Deniz, akşam yemeğe geliyor musun? Detaylar için arayın.",normal
903,"Eczanemizde reçeteniz hazırdır,",normal
904,"Emre yola çıktım, 09:30 gibi oradayım.",normal
905,Kredi başvurunuz onaylandı. 1.890 TL için masraf ücretini,dolandiricilik
906,Doğum günün kutlu olsun Merve! Nice mutlu yıllara.,normal
907,Kartınızdan 640 TL harcama yapılmıştır. Size,dolandiricilik
908,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi cuma. Tutar: 250 TL. Bilgilerinize.,normal
909,Kampanya: pazartesi yapacağınız alışverişlerde 640 TL puan kazanın. Detaylar mobil uygulamada. Detaylar için arayın.,normal
910,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
911,Doğum günün kutlu olsun Deniz! Nice mutlu yıllara. Bilgilerinize.,normal
912,Kartınızdan 2.750 TL harcama yapılmıştır. Size ait değilse iptal için: hesap-dogrula.com/a327 İyi günler.,dolandiricilik
913,"Acil dönüş yapar mısın Elif, toplantı saati değişti.",normal
914,Kampanya: bugün yapacağınız alışverişlerde 250 TL puan kazanın. Detaylar mobil uygulamada.,normal
915,"Acil dönüş yapar mısın Selin, toplantı saati değişti. Teşekkürler.",normal
916,"Merhaba Can, akşam yemeğe geliyor musun?",normal
917,Selin toplantı 09:30,normal
918,Kartınız ile yapılan 2.750 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
919,Paketiniz bugün teslim,normal
920,Tek kullanımlık şifreniz: 436765. Bu şifreyi kimseyle paylaşmayınız. Teşekkürler.,normal
921,Siparişiniz kurye ile yola çıktı. Teslimat,dolandiricilik
922,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 640 TL. İyi günler.,normal
923,"Anneciğim yarın size uğrayacağız, bir şey lazım mı?",normal
924,Paketiniz pazar teslim edilecektir. İyi günler. Detaylar için arayın.,normal
925,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
926,"Deniz toplantı 18:00 da başlıyor, geç kalma. Teşekkürler.",normal
927,"Merhaba Can, akşam yemeğe geliyor musun?",normal
928,Toplantı notlarını mail,normal
929,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit",normal
930,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
931,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
932,Kartınızdan 150 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a127 İyi günler.,dolandiricilik
933,"Elif yola çıktım, 11:00 gibi oradayım.",normal
